recommendationid,appid,input_text,positive_topics,negative_topics,labels
54503154,898780,Nice little puzzle game ☺,"[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203016124,2315690,the best game,"[""other""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50079391,884990,"The game is very enjoyable, And has a lot of potential, I would certainly recommend this game to people who are wanting to try out the horror genre, It also has one of the nicest sound tracks I have herd in a long time! TL:DR I highly recommend this game, Should definitely be put on your wish list!","[""gameplay"", ""audio"", ""value""]",[],"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18274833,366180,"I was hoping for a game like The Binding of Isaac, but I was really disappointed. Incredible difficult, no rewarding moments spoil the fun. Things that are really bad are, that you autocomplete the levels, even if there is still gold or weapons. Then your hitpoints count for shit, as almost all enemies hit you so fast that you insta die. Not to mention that your most effective weapon - the blue bubbles - damage you as well.",[],"[""difficulty_balance"", ""gameplay"", ""bugs""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203342217,887570,"An intelligent, multidimensional game. Epic space battles without the spreadsheet grinding of EVE. Unique and creative. This game takes patience, it has a long learning curve, but the rewards of your learning are awesome.","[""gameplay"", ""content""]","[""difficulty_balance""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203142459,3606610,pretty good,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201952422,1292940,"Great game for just lounging around the house, you can just typically leave it running and clean your house and pop in for bits and pieces. Immersive story line, as well! If you remember Flash, then you remember Kongregate and Newgrounds, and that's where this bad boy was found! Honestly, this Collection showcases an immersive story and a fun narrative. If you're a fan of the bizarre and weird, the offputting and strange, then this is the game for you!","[""story"", ""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
194736040,340600,"This is one of the most satisfying and more streamlined roguelikes I've ever played, easily on my top 5.","[""gameplay"", ""replayability""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35144688,376970,"No bugs so far , great sound , nice detail in the scenery . Lots of scenarios too. This is what ALL DLC should be like !","[""audio"", ""bugs"", ""content"", ""graphics""]",[],"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202942752,2765490,"way more addicting than youd think, the gameplay is suprisingly deep with a lot of variation between runs, I also love that its relatively short per run","[""gameplay"", ""replayability""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
48528494,739253,Is Good DLC For Russian Lol and i feel more life in BattleRush,"[""content""]",[],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34000562,614860,"I think this game have a lot of cool features but THERE IS NO ENGLISH LANGUAGE adding your game on Steam and you have no BASIC english translations not even menus, so devs think : Ok, we will add our game on steam, but with no english it will coats our reputation and new potential players - it's a risk. And we as playes must support devs, they need it, buy this game support them and then we shall see our translation. YES there are a lot of games that not in english but they are not an MMORPG and still from our experience we players can understand how to do things, i did thigs in this game as much as i could and got stuck in quest that i even can't understand how to do it. I personally like the style, mechanics but as a lot of people on steam say : NO ENGLISH? - REFUND! I will pay for this game only because I WANT an english translation, i think WE ALL WANT this to happen as fast as it possible, yes game mechanics are important but they are nothing if you can't understand what i need to do to use a feature, don't you think so? Maby some i can understand, like w + shift = sprint but most of them i don't. All who purchased this game maby thinking about that too. So i RECOMMED for now only buy this game and it's not like you can't play it, i play it as much as i can and maby you will too, but you can just buy, to support devs. Devs has proved to me that we matter, and for this i will call thumb up.","[""gameplay""]","[""localization"", ""ui_ux""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
96230980,1675020,"Quite an interesting RPG game, with an interesting pumping system. I do not regret the purchase, no bugs have been found yet.","[""bugs"", ""gameplay"", ""value""]",[],"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142957184,527720,Teleport system sucks mediocre graphics bad controls boring,[],"[""controls"", ""graphics"", ""gameplay""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203084283,607080,It is really fun overall,"[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28149753,487770,"I have played Hoops VR for hours trying to best my high scores and if you try it, you will too. The game, as simple as it is, is very addicting. Whether it's thowing paper airplanes through hoops, garbage in trash cans or practing your jump shot, this game leaves you teetering on the edge of frustration and jubilation. Two player mode would be awesome so you could go one-on-one with other top scorers. Hoops VR is definitely worth a shot.","[""gameplay"", ""replayability""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201707778,2902440,"This game's really fun, I'm not usually a big roguelike fan but damn maybe Steve's Warehouse will be my foot in the door. Big shout out to disco balls and hearts. my beautiful slow tortoises.","[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81619437,1324970,"I'm a big fan of Silent Hill, and I was shocked when the developers announced that they were including Pyramid Head as the next killer. I thought that he might've been a bit to OP (Over Powered) for the DBD universe, but he was a perfect fit along with Cheryl Mason. I was hoping that they would have made James, the main character of Silent Hill 2, a survivor, but Cheryl was a good fit. Considering she's the only survivor with supernatural abilities. Pyramid Head uses his Great Knife to activate his ability Rite of Judgement. It's cool how he leaves a torment trail, and anyone that runs by it gets exposed and, once downed, the survivor gets sent to the cage of atonement. He is a bit technical at first, but he's enjoyable to play once you get the grasp. Cheryl's perks are interesting, especially soul guard, which is Borrowed Time and Unbreakable mixed together. I give this chapter an 8.5/10.","[""gameplay"", ""content""]","[""difficulty_balance""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201896212,1404210,good graphic still solid for 2025,"[""graphics""]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202478820,2788430,"Great game for chillin, wandering around collecting flowers, crafting stuff. There are some enemies but they're not a big deal. Very literary, my brain is too smooth for the metaphors but I'm pretty sure they're there.","[""gameplay"", ""content""]",[],"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202357863,2059170,"A quality of life pass on this game would make it an icon in the genre. Currently 95% of my losses are due to things that should not happen, like idiotic AI escort allies. Mods fix a few things, but not enough. The lack of info about enemy turns and inability to retreat once you engage make it frustratingly difficult, instead of challenging and rewarding.",[],"[""gameplay"", ""difficulty_balance"", ""ui_ux""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
202469687,3635710,"Update: They actually fixed the bug that made it unplayable for me, im gonna update this review once i checked if this game is any good ^^ The first match was quite trivial, the second one on difficulty 11 changed that quite quickly. I'll change it to positive for now, until i played some more, unfortunately i dont have the time currently. I just wish there was a way to quickly sell items. Original Review: Phew, this will be a quick one since i cant even play a match. I started the game, everything is fine, graphics load etc. Then i start a round, all the textures are stretched towards the camera, cant see anything but stretched textures. Changed graphics settings multiple times and restarted the game. didnt help, oh well. Lesson learned","[""bugs"", ""difficulty_balance"", ""updates_support""]","[""bugs"", ""graphics"", ""ui_ux""]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
11505465,315940,"First Try on Top Hat The Video can be found here: [URL] Before recording and writing this review, I have played the game until Level 3-3 on normal mode, which took me about 30 minutes. First off, the options menu is relatively simplistic. You have 3 seperate sliders for audio options. Apart from that you can adjust the screen size(which I would not consider resolution options). Last, but by no means least, you can rebind the controls for keyboard and controller. Going into the game, the first thing I've noticed is that the dialogue is well translated and the jokes came across fairly well. The music is also quite good, the only minor complaint I have is that the looping of the music is a bit clunky. Gameplaywise I have to say that the gunplay(if can call it that way) and the platforming feel nice. The enemy variety and enemy design is simplistic, but it does the job. The bosses so far feel relatively underwhelming(the mechanic of the first one is easy to dodge, the second one is quite tedious to fight), but it might change later on. One thing I'd like to add before coming to the conclusion is that one of the ""selling ponits"" of the game is ""Challenging. Really"". So far I have to say, the game is not that challenging. It is more the case that the game is unforgivable in terms of mistakes. Since there are no savegame slots, you will only have one savegame. Apart from your progress your current lifecount is saved as well, which can end in a mess when you are only on one life bevore hitting a checkpoint. I can imagine that it is getting frustrating when you hit harder levels(or even bossfights) with only one life left. The question I suppose is: Is the game difficult, because it's genuinely difficult, or is it because of design decisions in terms of savepoints, etc? And in the case of top hat, I say, it is ""difficult"" for the wrong reasons. With that out of the way we come to the tl:dr: Is the game worth it? It is not a bad game that is for sure, but as I've stated above, I went about 1/3 through the game within 30 minutes, so you can say that your average playthrough will take you somewhat around 2 hours. And apart from Achievments and a higher difficulty levels there is not much replayability available. With that said, I'd say it's a definite buy at a sale, but if you are desperate for a nice action plattformer, you might consider buying this game even on full price.","[""audio"", ""gameplay"", ""localization""]","[""difficulty_balance"", ""content"", ""performance""]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
