annotation_id,recommendationid,appid,review_text_clean,voted_up,label,positive_topics,negative_topics,is_valid,invalid_reason,annotation_note,annotation_status,word_count,char_count,votes_up,weighted_vote_score,api_model,api_error,human_verified
130,105385262,1805140,"Edit: The developer has read this review and made changes to improve upon the issues noted here. Please read more current reviews for an updated take on the current state of the game. This game starts off promising! It looks and sounds great. Unfortunately, after the first 15 minutes the game makes some very frustrating design decisions and it becomes very tedious. Here is the game play loop: Walk for 10 minutes while being chased, stumble upon a puzzle that you won't understand, die, wait 30 seconds before you can try again, walk for another 7 minutes because now you know the way, stumble upon the puzzle, pray that you don't die, die, and you keep doing that until you figure it out. There is a sprint mechanic in this game but it is removed from certain levels for inexplicable reasons. Eventually it became too much of a chore so I decided not to punish myself anymore. Sorry Dev, I really wanted to enjoy this one. If you'd like to see my experience, you can check it out here: [URL]",False,not_recommended,"graphics,audio","gameplay,controls",True,,"시각과 음향이 좋다는 점은 graphics와 audio의 긍정 평가로, 반복적이고 지루한 진행과 스프린트가 일부 레벨에서 삭제된 점은 gameplay와 controls의 부정 평가로 판단함.",completed,180,995,11,0.63297766,gpt-5.4-mini,,True
131,198993885,793690,"Wonderful game! Definitely worth trying in VR. I wish there were more games like that, but then again this is pretty perfect.",True,recommended,other,,True,,VR에서 해볼 만하고 거의 완벽하다는 전반적 호평을 other의 긍정 평가로 판단함.,completed,22,125,0,0.5,gpt-5.4-mini,,True
132,202850828,3640850,"Pretty well-made Ace Attorney style game. Very cheap for its length, too. I especially liked the ""clue assemble"" and ""hypothesis"" system during investigations.",True,recommended,"gameplay,value",,True,,"조사 중 clue assemble와 hypothesis 시스템이 재미있다는 점을 gameplay의 긍정으로, 짧은 플레이타임 대비 매우 저렴하다는 점을 value의 긍정으로 판단함.",completed,23,159,1,0.52662724,gpt-5.4-mini,,True
133,98250331,340680,"achivements dont work no one plays and there are three controls right,left,jump play stick fight",False,not_recommended,,"bugs,multiplayer,gameplay",True,,"도전과제 미작동을 bugs, 플레이어가 없다는 점을 multiplayer, 좌/우/점프 조작을 controls의 부정 평가로 판단했으며, stick fight를 gameplay의 긍정으로 보았음.",completed,15,96,1,0.52380955,gpt-5.4-mini,,True
134,152588668,2434910,This game sure is a trip!,True,recommended,other,,True,,구체적인 게임 요소 평가는 없지만 게임에 대한 전체적인 긍정 표현으로 판단함.,completed,6,25,2,0.5,gpt-5.4-mini,,True
135,48436292,293880,this game looks like a amateur game developer's first project and as if it was made in 1980's. i shocked when i learned this game actually was made in 2012. it looks so old and ugly. gameplay is also not enjoyable and background music is annoying.,False,not_recommended,,"graphics,gameplay,audio",True,,"낡고 못생긴 비주얼을 graphics의 부정으로, 재미없다는 평가를 gameplay의 부정으로, 배경음악이 거슬린다는 부분을 audio의 부정으로 판단함.",completed,46,247,2,0.4703716,gpt-5.4-mini,,True
136,203289370,2581950,"This game does not run on some older systems as advertised, check the discussions to make certain that this is actually able to run on your potato. Otherwise it's a delightful game, it's a shame I can't recommend it to people.",False,not_recommended,gameplay,performance,True,,"오래된 시스템에서 실행되지 않는다는 점을 performance의 부정 평가로, 게임이 즐겁다는 점을 gameplay의 긍정 평가로 판단함.",completed,41,226,1,0.50787401,gpt-5.4-mini,,True
137,101676809,837430,Haven't played much but not super impressed. This would have been impressive in the first gen of VR but it's too basic and clunky. I have VTOL and it's much better.,False,not_recommended,,"gameplay,controls",True,,"게임이 너무 기본적이고 clunky하다는 평가는 gameplay의 부정 평가로, 조작감이 둔하다는 뉘앙스는 controls의 부정 평가로 판단함.",completed,31,164,0,0.5,gpt-5.4-mini,,True
138,143880579,1524930,Didn't really meet the expectations. Good for one time read only.,False,not_recommended,,replayability,True,,한 번만 읽을 만하다는 표현을 반복 가치를 낮게 본 것으로 보고 replayability의 부정 평가로 판단함.,completed,11,65,0,0.47826087,gpt-5.4-mini,,True
139,202677584,3142540,"While the main Planet felt thought through and rich, this DLC seems rushed out and glitchy all over the place. The layout is really bad, e.g. the multi-layered approach is just not working for the game and its frustrating to navigate. And the amount of graphical errors, floating rocks, broken meshes, mismatching collider vs. graphic meshes and all the navigation problems is so high, it feels like an alpha. (There were already quite some graphic glitches on the main game planet, but this one is REALLY bad..) Also, the amount of changes to the core gameplay is rather small, so no real ""new discovery"" here.. TL;DR; Not worth the money.",False,not_recommended,,"content,ui_ux,bugs,gameplay,value",True,,"본편의 Planet이 풍부하다는 점은 content의 긍정 평가로, DLC의 콘텐츠 변화가 적다는 점과 돈값을 못한다는 점은 content와 value의 부정 평가로 판단했으며, 복잡한 레이아웃과 탐색 불편은 ui_ux, 그래픽 오류와 글리치들은 bugs, 핵심 게임플레이 변화가 적다는 점은 gameplay의 부정 평가로 보았음.",completed,110,640,2,0.54769737,gpt-5.4-mini,,True
140,100791883,1730420,"I have had VR for almost 4 years now but this experience was like experiencing VR for the first time all over again. This song will always be one of my favorites ever, and this experience is nothing short of breathtaking. I immediately bought all the DLC for the game after playing this one.",True,recommended,"audio,value,monetization",,True,,"이 노래를 가장 좋아하는 곡이라 한 점은 audio의 긍정 평가로, 압도적 경험과 DLC를 바로 구매했다는 점은 value와 monetization의 긍정 평가로 판단함.",completed,54,291,0,0.5,gpt-5.4-mini,,True
141,203063996,1229380,"i would recommend purely for the soundtrack and battles, everything else is just the delicious cherry on top, and boy is that cherry yummy.",True,recommended,"audio,gameplay",,True,,"사운드트랙을 audio의 긍정 평가로, battles를 gameplay의 긍정 평가로 판단함.",completed,24,139,0,0.5,gpt-5.4-mini,,True
142,136925233,1465760,"I think Andrew Hulshult should be hired for a Quake sequel. The soundtrack of Prodeus, for me, feels like a mesh from Doom Eternal TAG (Himself) and Quake II (Sonic Mayhem). Very electronic, a lot of metal, a lot of synth. I recommend this one and also, get free MIDI OST (This one wasn't made by Andrew but still is good), both are amazing.",True,recommended,audio,,True,,"사운드트랙이 전자음과 메탈, 신스로 구성되어 좋다고 직접 평가해 audio의 긍정으로 판단함.",completed,64,341,0,0.5,gpt-5.4-mini,,True
143,200268170,3286990,"I've come to make an announcement; Shadow The Hedgehog's a b!tch a$s motherf cker, he pissed on my f cking wife. Thats right, he took his hedgehog quilly d!ck out and he pissed on my f cking wife, and he said his d!ck was ""This big"" and I said that's disgusting, so I'm making a callout post on my twitter dot com, Shadow the Hedgehog, you've got a small d!ck, it's the size of this walnut except WAY smaller, and guess what? Here's what my dong looks like: PFFFT, THAT'S RIGHT, BABY. ALL POINTS, NO QUILLS, NO PILLOWS. Look at that, it looks like two balls and a bong. He f cked my wife so guess what? I'm gonna f ck the Earth. THAT'S RIGHT THIS IS WHAT YOU GET, MY SUPER LASER PISS! Except I'm not gonna piss on the earth. I'm gonna go higher. I'M PISSING ON THE MOON! HOW DO YOU LIKE THAT, OBAMA? I PISSED ON THE MOON YOU IDIOT! YOU HAVE 23 HOURS BEFORE THE PISS DROPLETS HIT THE F CKING EARTH NOW GET OUT OF MY SIGHT BEFORE I PISS ON YOU TOO.",False,not_recommended,,,False,게임에 대한 평가가 없고 욕설 섞인 문장만 있어 토픽 분류가 불가능함.,게임 평가 내용이 없어 유효한 리뷰로 볼 수 없음.,completed,189,946,1,0.52380955,gpt-5.4-mini,,True
144,119521835,493110,"The best way to sum up KOTH is as a first-person, single-piece chess game. The movement is point-and-click, with some limitation. However you wish to classify it, it's a fun game. If you read other reviews or parts of the discussion boards, you'll run across the name ""The Sentinel"". KOTH is heavily influenced by this DOS game from 1986. Having never played The Sentinel myself, I'm coming into this experience with zero experience. The game is very easy to pick up, but has a slight learning curve. There are 2 modes: Classic and Arcade. In Arcade, you have no limit to moving around. If you can see a square, you can move to it. You will need to absorb trees in order to gain energy to build blocks, which are necessary to get to elevated parts of the topography. While in Classic, in order to move you will first need to place an ""Avatar"" for your character, then possess and snap to that space where you avatar once was. This is a much more challenging version of the game. You will need to absorb trees and place blocks just like in Arcade, but you'll need to be far more mindful of your energy use and re-absorption. As you may derive from the title, KOTH, is a game where you become King of the Hill. The cyclopic black tower in the center of every level is The KOTH. You must slay the creature by absorption and then replace it to win. This is why I think of it as a single-piece chess game as you move your character across a chess-board like environment with strategically raised plateau and layers. KOTH watches the outstretching board with a beam that destroys artificial structures you place, while leaving trees unharmed. If the beam touches you, you die. You'll respawn where you started, however, anything you collected along the way will be gone. I absolutely recommend checking out KOTH. If you're a casual player, completionist, speedrunner, or VR-enthusiast looking for an odd title to conquer, KOTH has something for you.",True,recommended,"gameplay,content,replayability,difficulty_balance",,True,,"체스처럼 전략적인 핵심 플레이와 두 가지 모드, 여러 유형의 플레이 동기, 적절한 도전성을 긍정적으로 평가함.",completed,345,1943,4,0.55956137,gpt-5.4-mini,,True
